submission_id,submission_date,gender,age,geography,financial_situation,education,employment_status,submission_state,do_children_3_and_17_yrs_receive_regular_school_meals,are_there_teachers_at_scheduled_class_hours,can_children_observe_deterioration_of_basic_services_of_school,are_there_children_0_to_2_yrs_out_of_educational_system,were_children_3_to_17_yrs_enrolled_and_did_not_return_to_school,are_there_children_who_stopped_enrolling_in_primary_education,are_there_children_who_stopped_enrolling_in_secondary_education,are_children_attending_face_to_face_classes,are_children_3_to_17_yrs_dealing_with_irregular_school_activity,are_children_being_teached_by_unqualified_people,did_teachers_leave_the_educational_system,do_school_and_the_teachers_have_internet_connection,do_children_have_internet_connection,do_children_3_to_17_yrs_miss_virtual_class_due_to_lack_of_electricity,does_home_shows_severe_deficit_of_electricity,does_home_shows_severe_deficit_of_internet,do_children_3_to_17_yrs_miss_class_or_in_lower_grade,are_children_promoted_with_a_modality_different_from_formal_evaluation
4875480489787392,3/17/2021,Female,>45,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,Retired,Carabobo,No,yes,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1
5558277143527424,3/25/2021,Female,26-35,"City,Metropolitian",Prefer not to answer,Univ_college_degree_completed,PartTime,Distrito Federal,No,sometimes,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5067286464692224,3/14/2021,Female,26-35,"City,Metropolitian",food_regexpenses_clothes_nothingelse,Univ_college_degree_completed,PartTime(Student),Carabobo,No,no,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
5441201905074176,3/16/2021,Male,>45,"City,Metropolitian",food_clothes_furniture_savings,Univ_college_degree_completed,PartTime,Carabobo,No,yes,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
5677568786432000,3/14/2021,Male,26-35,"City,Metropolitian",food_nothingelse,secondary_highschool_completed,FullTime,Distrito Federal,No,sometimes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5134511477358592,3/16/2021,Male,36-45,"City,Metropolitian",food_regexpenses_nothingelse,diploma_degreecompleted,PartTime,Carabobo,No,sometimes,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
5843998819483648,3/13/2021,Male,16-25,"City,Metropolitian",food_regexpenses_nothingelse,secondary_highschool_completed,Unemployed,Distrito Federal,No,sometimes,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
4552104416116736,3/21/2021,Male,36-45,"City,Metropolitian",food_regexpenses_nothingelse,diploma_degreecompleted,FullTime,Carabobo,No,yes,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1
5268107508842496,3/13/2021,Female,26-35,Rural,notenoughfood,diploma_degreecompleted,Unemployed,Distrito Federal,No,yes,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
4756127509381120,3/22/2021,Female,16-25,"City,Metropolitian",food_nothingelse,Univ_college_degree_completed,Student,Distrito Federal,No,yes,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1
6149700314202112,3/13/2021,Female,>45,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,PartTime,Carabobo,No,yes,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0
6461165235601408,3/19/2021,Female,36-45,"City,Metropolitian",food_regexpenses_nothingelse,diploma_degreecompleted,PartTime,Carabobo,No,sometimes,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0
6130882636414976,4/1/2021,Female,26-35,"City,Metropolitian",food_clothes_furniture_savings,Univ_college_degree_completed,FullTime,Distrito Federal,No,no,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
5053432594694144,3/14/2021,Male,>45,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,Retired,Distrito Federal,No,no,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
6126278582468608,3/13/2021,Female,26-35,"Suburban,Peri-urban",notenoughfood,Univ_college_degree_completed,Unemployed,Distrito Federal,No,sometimes,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1
5647837143760896,3/13/2021,Female,>45,Rural,Prefer not to answer,diploma_degreecompleted,PartTime,Miranda,No,yes,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5648050684166144,3/20/2021,Male,36-45,"City,Metropolitian",food_nothingelse,Univ_college_degree_completed,FullTime,Distrito Federal,No,sometimes,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1
5987704935546880,3/13/2021,Male,36-45,"City,Metropolitian",food_clothes_furniture_savings,Univ_college_degree_completed,FullTime,Distrito Federal,No,yes,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6495131112046592,3/13/2021,Female,26-35,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,FullTime,Distrito Federal,No,yes,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
6580483587833856,3/17/2021,Male,16-25,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,FullTime,Distrito Federal,Yes,yes,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5079515125776384,3/31/2021,Male,36-45,"City,Metropolitian",notenoughfood,secondary_highschool_completed,Housework,Distrito Federal,No,no,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
5930602607149056,3/13/2021,Female,36-45,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,FullTime,Distrito Federal,No,sometimes,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1
4683323317420032,3/14/2021,Male,36-45,"Suburban,Peri-urban",food_regexpenses_nothingelse,Univ_college_degree_completed,PartTime,Miranda,No,sometimes,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
5537104531816448,3/23/2021,Male,16-25,"City,Metropolitian",Prefer not to answer,secondary_highschool_completed,Student,Distrito Federal,No,no,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
6252490877304832,3/26/2021,Female,>45,"City,Metropolitian",food_regexpenses_clothes_nothingelse,secondary_highschool_completed,Unemployed,Distrito Federal,No,no,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0
5793508861673472,3/13/2021,Female,36-45,"City,Metropolitian",food_nothingelse,diploma_degreecompleted,Unemployed,Distrito Federal,No,sometimes,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
4799189321252864,3/13/2021,Female,26-35,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,FullTime,Distrito Federal,No,yes,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
5812483372875776,3/27/2021,Female,16-25,"City,Metropolitian",notenoughfood,secondary_highschool_completed,PartTime,Distrito Federal,No,sometimes,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
5560030815584256,3/13/2021,Female,16-25,"City,Metropolitian",food_regexpenses_nothingelse,secondary_highschool_completed,Student,Distrito Federal,Yes,sometimes,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
4526166840180736,3/13/2021,Male,26-35,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,PartTime,Distrito Federal,No,sometimes,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1
5422036485931008,3/13/2021,Male,>45,"City,Metropolitian",food_regexpenses_nothingelse,diploma_degreecompleted,PartTime,Distrito Federal,No,yes,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0
4716498517229568,3/14/2021,Female,>45,"City,Metropolitian",food_nothingelse,secondary_highschool_completed,FullTime,Distrito Federal,No,sometimes,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
6671808819625984,3/27/2021,Male,26-35,"Suburban,Peri-urban",food_clothes_furniture_savings,secondary_highschool_completed,FullTime,Distrito Federal,No,sometimes,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0
5674051392765952,3/17/2021,Male,>45,Rural,food_regexpenses_clothes_nothingelse,secondary_highschool_completed,FullTime,Miranda,No,no,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1
6020610173173760,3/13/2021,Male,26-35,"Suburban,Peri-urban",food_regexpenses_nothingelse,Univ_college_degree_completed,PartTime,Miranda,No,sometimes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6114957451329536,3/29/2021,Male,26-35,"City,Metropolitian",food_regexpenses_nothingelse,Prefer_not_to_say,Unemployed,Monagas,No,no,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0
4681829390221312,3/16/2021,Male,26-35,"City,Metropolitian",notenoughfood,diploma_degreecompleted,Unemployed,Monagas,No,sometimes,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1
4824696192499712,3/25/2021,Female,26-35,"City,Metropolitian",food_clothes_furniture_savings,diploma_degreecompleted,FullTime,Falcón,No,no,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1
4876003804708864,3/13/2021,Female,26-35,Rural,notenoughfood,Univ_college_degree_completed,FullTime,Zulia,No,no,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0
5130936621727744,3/13/2021,Female,36-45,"Suburban,Peri-urban",food_nothingelse,Univ_college_degree_completed,Housework,Zulia,No,sometimes,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
4737212540518400,3/14/2021,Male,26-35,"City,Metropolitian",food_regexpenses_nothingelse,diploma_degreecompleted,PartTime,Sucre,No,sometimes,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1
5785863232684032,3/16/2021,Male,16-25,"City,Metropolitian",notenoughfood,secondary_highschool_completed,Student,Sucre,1-2days,no,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0
5647634005229568,4/1/2021,Female,26-35,"City,Metropolitian",Prefer not to answer,diploma_degreecompleted,Housework,Distrito Federal,No,sometimes,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
5830712002609152,3/15/2021,Female,>45,"Suburban,Peri-urban",food_regexpenses_nothingelse,Univ_college_degree_completed,PartTime,Sucre,No,yes,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5093288213479424,3/14/2021,Male,>45,"Suburban,Peri-urban",food_nothingelse,secondary_highschool_completed,Unemployed,Sucre,No,no,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1
5994040163303424,4/2/2021,Female,26-35,"City,Metropolitian",food_clothes_furniture_nosavings,Univ_college_degree_completed,PartTime,Sucre,No,yes,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
5395091119407104,4/1/2021,Female,16-25,"Suburban,Peri-urban",food_regexpenses_nothingelse,secondary_highschool_completed,PartTime,Sucre,3-4days,sometimes,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1
5072639688441856,4/1/2021,Female,26-35,Rural,notenoughfood,Univ_college_degree_completed,Student,Zulia,No,yes,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4903346489262080,3/27/2021,Female,26-35,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,FullTime,Sucre,No,sometimes,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
4558235884584960,3/13/2021,Male,16-25,Rural,notenoughfood,diploma_degreecompleted,PartTime,Sucre,No,no,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
5236489737994240,3/23/2021,Female,36-45,"Suburban,Peri-urban",food_nothingelse,Postgraduate,FullTime,Sucre,No,no,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
5805141981921280,3/13/2021,Male,36-45,Rural,food_regexpenses_nothingelse,secondary_highschool_completed,PartTime,Sucre,Yes,sometimes,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
4808256869629952,3/17/2021,Female,16-25,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,PartTime(Student),Distrito Federal,Yes,sometimes,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
5959526376538112,3/13/2021,Female,26-35,"City,Metropolitian",food_nothingelse,Primary_school_completed,PartTime,Sucre,Yes,yes,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
6241966949138432,3/14/2021,Female,>45,"City,Metropolitian",notenoughfood,Postgraduate,FullTime,Sucre,No,sometimes,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1
6084171461296128,3/25/2021,Male,26-35,"Suburban,Peri-urban",food_nothingelse,secondary_highschool_completed,Unemployed,Sucre,3-4days,sometimes,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1
4891616396705792,3/13/2021,Male,26-35,"Suburban,Peri-urban",food_regexpenses_clothes_nothingelse,diploma_degreecompleted,FullTime,Sucre,No,sometimes,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
6523699556777984,3/20/2021,Female,>45,"City,Metropolitian",food_regexpenses_nothingelse,diploma_degreecompleted,PartTime,Distrito Federal,No,sometimes,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
6190164140621824,3/29/2021,Female,26-35,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,FullTime,Distrito Federal,No,yes,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
5215102059151360,3/15/2021,Female,36-45,"City,Metropolitian",notenoughfood,Univ_college_degree_completed,PartTime,Distrito Federal,Yes,yes,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
6306655129305088,3/15/2021,Male,26-35,Rural,food_regexpenses_nothingelse,secondary_highschool_completed,PartTime,Sucre,No,yes,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6271859921518592,3/29/2021,Female,26-35,"Suburban,Peri-urban",food_regexpenses_nothingelse,diploma_degreecompleted,PartTime,Distrito Federal,Yes,yes,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
5807302484688896,3/16/2021,Male,16-25,Rural,food_nothingelse,secondary_highschool_completed,Unemployed,Sucre,No,sometimes,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6350815613943808,3/24/2021,Male,16-25,"City,Metropolitian",food_clothes_furniture_savings,Univ_college_degree_completed,FullTime,Sucre,No,sometimes,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1
6131036047278080,3/15/2021,Male,16-25,"City,Metropolitian",notenoughfood,secondary_highschool_completed,PartTime(Student),Distrito Federal,No,sometimes,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
4678479869378560,3/25/2021,Male,16-25,"City,Metropolitian",food_nothingelse,diploma_degreecompleted,Unemployed,Sucre,No,sometimes,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0
5673817384157184,3/24/2021,Male,26-35,Rural,notenoughfood,secondary_highschool_completed,Unemployed,Sucre,No,sometimes,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1
6754120374681600,3/13/2021,Female,>45,Rural,Prefer not to answer,Prefer_not_to_say,Unemployed,Sucre,No,sometimes,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0
5089700573609984,3/30/2021,Male,26-35,Rural,food_regexpenses_nothingelse,secondary_highschool_completed,FullTime,Sucre,1-2days,yes,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
4811611557855232,3/13/2021,Male,26-35,Rural,food_regexpenses_nothingelse,Univ_college_degree_completed,FullTime,Sucre,No,sometimes,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1
6734148927750144,3/13/2021,Male,26-35,"Suburban,Peri-urban",food_clothes_furniture_savings,Univ_college_degree_completed,FullTime,Sucre,No,sometimes,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1
5763381897461760,3/13/2021,Female,36-45,"City,Metropolitian",notenoughfood,Univ_college_degree_completed,PartTime,Distrito Federal,No,sometimes,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1
6336363350982656,3/15/2021,Female,>45,"City,Metropolitian",food_regexpenses_nothingelse,diploma_degreecompleted,FullTime,Distrito Federal,No,yes,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
5516548583456768,3/23/2021,Male,26-35,"City,Metropolitian",food_regexpenses_nothingelse,diploma_degreecompleted,PartTime,Distrito Federal,No,yes,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1
6600080835739648,3/28/2021,Male,>45,"Suburban,Peri-urban",food_nothingelse,Postgraduate,PartTime,Sucre,No,sometimes,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
5864248516542464,3/14/2021,Female,26-35,"City,Metropolitian",food_clothes_furniture_savings,Postgraduate,PartTime,Sucre,No,sometimes,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
6525151725486080,3/13/2021,Male,16-25,"City,Metropolitian",food_nothingelse,secondary_highschool_completed,Student,Sucre,No,sometimes,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1
6023382037692416,3/15/2021,Female,16-25,Rural,food_nothingelse,diploma_degreecompleted,Unemployed,Sucre,No,sometimes,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4523207876149248,3/18/2021,Female,26-35,"Suburban,Peri-urban",food_regexpenses_nothingelse,Postgraduate,FullTime,Sucre,No,no,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
5671731254788096,3/26/2021,Male,>45,"City,Metropolitian",food_regexpenses_clothes_nothingelse,secondary_highschool_completed,FullTime,Distrito Federal,No,no,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
6003319691804672,3/13/2021,Female,26-35,"Suburban,Peri-urban",notenoughfood,diploma_degreecompleted,FullTime,Sucre,No,sometimes,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
5299952174759936,3/30/2021,Female,26-35,"City,Metropolitian",food_nothingelse,Univ_college_degree_completed,PartTime(Student),Distrito Federal,No,yes,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
6674537533145088,3/28/2021,Female,16-25,"Suburban,Peri-urban",food_regexpenses_clothes_nothingelse,Primary_school_completed,Student,Distrito Federal,No,sometimes,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
6323203621519360,3/14/2021,Male,>45,"City,Metropolitian",food_clothes_furniture_savings,Univ_college_degree_completed,FullTime,Distrito Federal,No,no,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0
6427184058335232,3/13/2021,Female,>45,"City,Metropolitian",Prefer not to answer,Postgraduate,FullTime,Distrito Federal,No,sometimes,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
6719482688176128,3/13/2021,Female,36-45,"City,Metropolitian",notenoughfood,Univ_college_degree_completed,FullTime,Distrito Federal,No,yes,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
4529100302843904,3/13/2021,Male,26-35,"City,Metropolitian",Prefer not to answer,diploma_degreecompleted,PartTime,Distrito Federal,No,sometimes,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
4860217685966848,3/15/2021,Female,26-35,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,PartTime(Student),Distrito Federal,No,sometimes,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5741082427260928,3/18/2021,Female,26-35,"City,Metropolitian",Prefer not to answer,Univ_college_degree_completed,FullTime,Distrito Federal,Yes,yes,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
4582540617973760,3/16/2021,Male,16-25,"City,Metropolitian",food_regexpenses_nothingelse,secondary_highschool_completed,Student,Distrito Federal,No,sometimes,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
6480037053464576,3/28/2021,Male,>45,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,FullTime,Distrito Federal,No,sometimes,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
6625272228216832,3/15/2021,Male,36-45,"City,Metropolitian",food_nothingelse,Univ_college_degree_completed,FullTime,Falcón,No,yes,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
6166385725276160,3/15/2021,Female,36-45,Rural,food_nothingelse,secondary_highschool_completed,Unemployed,Miranda,No,sometimes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5136990378131456,3/13/2021,Female,26-35,"Suburban,Peri-urban",notenoughfood,Postgraduate,PartTime,Miranda,3-4days,yes,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
5570122797547520,3/15/2021,Male,26-35,"City,Metropolitian",notenoughfood,Univ_college_degree_completed,PartTime,Miranda,No,sometimes,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
5529622396796928,3/13/2021,Male,>45,Rural,food_regexpenses_nothingelse,secondary_highschool_completed,PartTime,Miranda,No,yes,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5650906703200256,3/13/2021,Female,26-35,"Suburban,Peri-urban",food_nothingelse,diploma_degreecompleted,Student,Miranda,No,sometimes,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
5146013232005120,3/13/2021,Male,36-45,"Suburban,Peri-urban",notenoughfood,secondary_highschool_completed,FullTime,Miranda,1-2days,sometimes,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
5851850976002048,3/13/2021,Male,36-45,"City,Metropolitian",food_regexpenses_clothes_nothingelse,secondary_highschool_completed,FullTime,Miranda,No,no,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1
6545055811895296,3/13/2021,Female,36-45,"Suburban,Peri-urban",food_regexpenses_nothingelse,diploma_degreecompleted,Unemployed,Miranda,No,sometimes,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
5981140094812160,3/19/2021,Male,36-45,"Suburban,Peri-urban",food_regexpenses_nothingelse,secondary_highschool_completed,Unemployed,Miranda,No,no,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0
5341168744529920,3/15/2021,Female,26-35,"Suburban,Peri-urban",food_nothingelse,diploma_degreecompleted,Unemployed,Miranda,No,sometimes,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0
5122061256359936,3/27/2021,Female,26-35,Rural,food_nothingelse,secondary_highschool_completed,Unemployed,Miranda,No,sometimes,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
5526472558379008,3/16/2021,Male,26-35,Rural,food_nothingelse,Univ_college_degree_completed,PartTime,Falcón,No,sometimes,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1
6558377592487936,3/26/2021,Male,16-25,"City,Metropolitian",food_clothes_furniture_savings,Postgraduate,FullTime,Lara,No,yes,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1
4547586982936576,3/16/2021,Female,>45,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,Retired,Lara,No,yes,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5131357394305024,4/1/2021,Male,16-25,"City,Metropolitian",food_clothes_furniture_savings,Prefer_not_to_say,Student,Lara,No,sometimes,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
5712415785484288,3/13/2021,Female,>45,"Suburban,Peri-urban",notenoughfood,secondary_highschool_completed,Unemployed,Lara,No,no,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0
5045724470575104,3/13/2021,Male,>45,"City,Metropolitian",food_regexpenses_nothingelse,secondary_highschool_completed,FullTime,Lara,No,no,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
5815253291237376,3/13/2021,Female,36-45,"City,Metropolitian",notenoughfood,secondary_highschool_completed,Housework,Lara,No,no,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
6069046129983488,4/3/2021,Male,16-25,"Suburban,Peri-urban",food_regexpenses_nothingelse,secondary_highschool_completed,FullTime,Zulia,Yes,yes,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
4559780915183616,3/14/2021,Female,36-45,Rural,food_regexpenses_nothingelse,diploma_degreecompleted,FullTime,Lara,No,no,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
6456453589368832,3/18/2021,Male,36-45,"City,Metropolitian",food_nothingelse,Univ_college_degree_completed,FullTime,Lara,No,sometimes,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1
4944170103078912,3/13/2021,Male,26-35,"Suburban,Peri-urban",food_regexpenses_nothingelse,Univ_college_degree_completed,FullTime,Lara,1-2days,no,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1
5174375249870848,3/25/2021,Female,16-25,"City,Metropolitian",food_nothingelse,secondary_highschool_completed,Student,Lara,No,sometimes,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
4788311913922560,3/24/2021,Male,16-25,"City,Metropolitian",food_regexpenses_clothes_nothingelse,diploma_degreecompleted,PartTime,Lara,No,sometimes,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1
4855882268803072,3/27/2021,Female,36-45,"City,Metropolitian",food_nothingelse,Univ_college_degree_completed,FullTime,Lara,No,sometimes,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1
5905436380495872,3/13/2021,Female,26-35,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,PartTime,Lara,No,sometimes,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1
5067320774098944,3/22/2021,Male,>45,"City,Metropolitian",food_nothingelse,Univ_college_degree_completed,FullTime,Lara,No,no,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5709784446926848,3/27/2021,Male,16-25,"City,Metropolitian",Prefer not to answer,Univ_college_degree_completed,PartTime(Student),Lara,No,no,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1
5319950800781312,4/4/2021,Female,36-45,"City,Metropolitian",food_regexpenses_nothingelse,Postgraduate,FullTime,Lara,No,sometimes,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
4942087094272000,3/24/2021,Female,26-35,Rural,food_nothingelse,secondary_highschool_completed,FullTime,Lara,3-4days,sometimes,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1
6305538152595456,3/17/2021,Female,36-45,"City,Metropolitian",food_nothingelse,Univ_college_degree_completed,Housework,Lara,No,no,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1
5490614027419648,3/15/2021,Male,16-25,"City,Metropolitian",food_nothingelse,secondary_highschool_completed,Unemployed,Lara,1-2days,sometimes,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1
5390894349156352,5/23/2021,Male,>45,"Suburban,Peri-urban",Prefer not to answer,secondary_highschool_completed,Unemployed,Zulia,No,no,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0
4598727204667392,3/13/2021,Female,36-45,"City,Metropolitian",food_nothingelse,Postgraduate,FullTime,Zulia,No,yes,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6511128925700096,3/14/2021,Male,16-25,"City,Metropolitian",food_nothingelse,Univ_college_degree_completed,PartTime(Student),Zulia,No,yes,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6570808368693248,3/13/2021,Male,36-45,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,FullTime,Zulia,No,sometimes,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
5425244365127680,3/13/2021,Male,36-45,"City,Metropolitian",food_regexpenses_nothingelse,Postgraduate,FullTime,Zulia,Yes,yes,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
5506488226545664,3/20/2021,Female,26-35,"City,Metropolitian",food_clothes_furniture_savings,Univ_college_degree_completed,FullTime,Miranda,No,yes,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
6252995938615296,3/15/2021,Male,>45,"City,Metropolitian",food_regexpenses_nothingelse,Postgraduate,FullTime,Miranda,No,no,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
4513428604715008,3/14/2021,Female,36-45,"Suburban,Peri-urban",food_nothingelse,Univ_college_degree_completed,Unemployed,Miranda,No,sometimes,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0
