submission_id,submission_id,submission_date,gender,age,geography,financial_situation,education,employment_status,submission_state,do_children_3_and_17_yrs_receive_regular_school_meals,are_there_teachers_at_scheduled_class_hours,can_children_observe_deterioration_of_basic_services_of_school,are_there_children_0_to_2_yrs_out_of_educational_system,were_children_3_to_17_yrs_enrolled_and_did_not_return_to_school,are_there_children_who_stopped_enrolling_in_primary_education,are_there_children_who_stopped_enrolling_in_secondary_education,are_children_attending_face_to_face_classes,are_children_3_to_17_yrs_dealing_with_irregular_school_activity,are_children_being_teached_by_unqualified_people,did_teachers_leave_the_educational_system,do_school_and_the_teachers_have_internet_connection,do_children_have_internet_connection,do_children_3_to_17_yrs_miss_virtual_class_due_to_lack_of_electricity,does_home_shows_severe_deficit_of_electricity,does_home_shows_severe_deficit_of_internet,do_children_3_to_17_yrs_miss_class_or_in_lower_grade,are_children_promoted_with_a_modality_different_from_formal_evaluation
592,5920000000000000,3/13/2021,Male,26-35,Rural,food_regexpenses_nothingelse,diploma_degreecompleted,PartTime,Miranda,No,yes,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0
605,6050000000000000,3/23/2021,Male,26-35,"City,Metropolitian",food_regexpenses_nothingelse,Postgraduate,PartTime,Miranda,No,sometimes,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1
635,6350000000000000,3/13/2021,Female,>45,Rural,food_nothingelse,Primary_school_completed,Retired,Miranda,No,sometimes,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
487,4870000000000000,3/30/2021,Male,36-45,"Suburban,Peri-urban",food_regexpenses_nothingelse,diploma_degreecompleted,Unemployed,Miranda,Yes,sometimes,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1
505,5050000000000000,3/13/2021,Female,26-35,"Suburban,Peri-urban",food_nothingelse,diploma_degreecompleted,FullTime,Miranda,No,yes,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0
535,5350000000000000,3/24/2021,Male,26-35,"Suburban,Peri-urban",food_regexpenses_nothingelse,diploma_degreecompleted,PartTime,Miranda,No,yes,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
662,6620000000000000,3/13/2021,Prefer_not_to_say,16-25,"City,Metropolitian",food_nothingelse,secondary_highschool_completed,Student,Miranda,No,yes,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1
537,5370000000000000,3/13/2021,Female,16-25,Rural,notenoughfood,secondary_highschool_completed,Unemployed,Miranda,No,sometimes,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1
628,6280000000000000,3/14/2021,Female,26-35,"City,Metropolitian",food_nothingelse,Univ_college_degree_completed,PartTime,Miranda,No,sometimes,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1
509,5090000000000000,3/13/2021,Female,36-45,"City,Metropolitian",food_nothingelse,Univ_college_degree_completed,Housework,Miranda,No,yes,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
632,6320000000000000,4/4/2021,Female,36-45,"Suburban,Peri-urban",notenoughfood,Univ_college_degree_completed,PartTime(Student),Miranda,No,no,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1
610,6100000000000000,3/13/2021,Female,16-25,"Suburban,Peri-urban",food_clothes_furniture_savings,diploma_degreecompleted,FullTime,Miranda,No,sometimes,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
581,5810000000000000,3/13/2021,Male,26-35,"City,Metropolitian",food_nothingelse,secondary_highschool_completed,PartTime,Miranda,No,yes,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
576,5760000000000000,3/13/2021,Male,26-35,Rural,food_nothingelse,Univ_college_degree_completed,Unemployed,Miranda,No,sometimes,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
509,5090000000000000,3/13/2021,Female,36-45,"Suburban,Peri-urban",food_nothingelse,Univ_college_degree_completed,FullTime,Miranda,No,yes,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
661,6610000000000000,3/14/2021,Male,36-45,"City,Metropolitian",food_regexpenses_nothingelse,diploma_degreecompleted,PartTime,Miranda,No,no,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
640,6400000000000000,3/16/2021,Male,16-25,"City,Metropolitian",food_nothingelse,secondary_highschool_completed,Student,Miranda,No,yes,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0
628,6280000000000000,3/17/2021,Male,16-25,"Suburban,Peri-urban",food_nothingelse,secondary_highschool_completed,PartTime,Miranda,No,sometimes,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0
641,6410000000000000,3/13/2021,Male,26-35,Rural,food_regexpenses_nothingelse,diploma_degreecompleted,PartTime(Student),Miranda,No,sometimes,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1
509,5090000000000000,3/31/2021,Male,16-25,Rural,food_nothingelse,Univ_college_degree_completed,Student,Miranda,No,sometimes,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
522,5220000000000000,3/13/2021,Male,16-25,"Suburban,Peri-urban",food_regexpenses_nothingelse,diploma_degreecompleted,PartTime,Miranda,3-4days,sometimes,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
529,5290000000000000,3/23/2021,Female,36-45,"Suburban,Peri-urban",food_nothingelse,Univ_college_degree_completed,PartTime,Miranda,No,yes,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
636,6360000000000000,3/13/2021,Female,36-45,"City,Metropolitian",food_nothingelse,Postgraduate,FullTime,Miranda,No,yes,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
650,6500000000000000,3/13/2021,Male,26-35,"Suburban,Peri-urban",food_regexpenses_nothingelse,Univ_college_degree_completed,PartTime,Miranda,3-4days,no,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1
631,6310000000000000,3/13/2021,Female,36-45,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,Housework,Miranda,No,sometimes,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
648,6480000000000000,3/21/2021,Male,26-35,"Suburban,Peri-urban",food_regexpenses_clothes_nothingelse,Univ_college_degree_completed,PartTime,Miranda,No,sometimes,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1
482,4820000000000000,3/13/2021,Female,26-35,Rural,notenoughfood,diploma_degreecompleted,PartTime,Miranda,No,sometimes,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1
644,6440000000000000,3/14/2021,Male,36-45,"City,Metropolitian",food_nothingelse,Postgraduate,FullTime,Miranda,No,sometimes,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0
535,5350000000000000,3/13/2021,Male,26-35,"Suburban,Peri-urban",food_regexpenses_nothingelse,Univ_college_degree_completed,FullTime,Miranda,No,yes,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
501,5010000000000000,3/15/2021,Male,>45,"City,Metropolitian",food_nothingelse,secondary_highschool_completed,PartTime,Miranda,No,yes,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
545,5450000000000000,3/13/2021,Male,26-35,"City,Metropolitian",food_nothingelse,Univ_college_degree_completed,FullTime,Miranda,No,sometimes,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1
498,4980000000000000,3/13/2021,Male,36-45,"City,Metropolitian",food_clothes_furniture_savings,Univ_college_degree_completed,FullTime,Miranda,No,no,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
460,4600000000000000,3/14/2021,Male,>45,"City,Metropolitian",food_nothingelse,secondary_highschool_completed,FullTime,Miranda,No,no,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0
496,4960000000000000,3/13/2021,Male,16-25,"Suburban,Peri-urban",food_nothingelse,secondary_highschool_completed,PartTime,Miranda,1-2days,no,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0
579,5790000000000000,3/13/2021,Male,36-45,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,PartTime,Miranda,No,sometimes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,6410000000000000,3/13/2021,Female,>45,"City,Metropolitian",notenoughfood,Univ_college_degree_completed,Housework,Miranda,No,yes,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
494,4940000000000000,3/16/2021,Male,16-25,"Suburban,Peri-urban",notenoughfood,secondary_highschool_completed,PartTime(Student),Miranda,3-4days,yes,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
592,5920000000000000,3/24/2021,Female,36-45,"City,Metropolitian",notenoughfood,Univ_college_degree_completed,FullTime,Miranda,No,no,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
614,6140000000000000,3/13/2021,Female,36-45,"City,Metropolitian",food_regexpenses_clothes_nothingelse,Univ_college_degree_completed,FullTime,Miranda,1-2days,yes,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1
511,5110000000000000,5/3/2021,Male,36-45,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,FullTime,Miranda,No,yes,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
502,5020000000000000,3/13/2021,Female,26-35,"City,Metropolitian",notenoughfood,Univ_college_degree_completed,PartTime,Miranda,No,sometimes,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1
501,5010000000000000,4/4/2021,Female,>45,"City,Metropolitian",notenoughfood,Primary_school_completed,Retired,Miranda,3-4days,no,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1
507,5070000000000000,3/14/2021,Female,26-35,"Suburban,Peri-urban",food_nothingelse,Univ_college_degree_completed,Unemployed,Miranda,No,no,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
599,5990000000000000,3/15/2021,Male,>45,"City,Metropolitian",food_regexpenses_nothingelse,Postgraduate,FullTime,Miranda,No,no,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
669,6690000000000000,3/13/2021,Male,16-25,"Suburban,Peri-urban",food_regexpenses_nothingelse,secondary_highschool_completed,PartTime(Student),Miranda,No,sometimes,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1
580,5800000000000000,3/18/2021,Female,36-45,"City,Metropolitian",food_regexpenses_nothingelse,secondary_highschool_completed,FullTime,Miranda,No,yes,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
628,6280000000000000,3/13/2021,Female,36-45,"Suburban,Peri-urban",food_nothingelse,diploma_degreecompleted,PartTime,Miranda,No,sometimes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,6390000000000000,3/25/2021,Male,36-45,"City,Metropolitian",food_regexpenses_nothingelse,secondary_highschool_completed,PartTime,Miranda,No,sometimes,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
499,4990000000000000,4/1/2021,Female,36-45,Rural,food_nothingelse,Univ_college_degree_completed,PartTime,Miranda,No,yes,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
551,5510000000000000,3/13/2021,Male,>45,"Suburban,Peri-urban",food_nothingelse,Univ_college_degree_completed,Unemployed,Miranda,No,yes,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
567,5670000000000000,3/13/2021,Male,26-35,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,Unemployed,Miranda,No,no,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
510,5100000000000000,3/13/2021,Female,36-45,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,Unemployed,Miranda,No,sometimes,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
476,4760000000000000,3/13/2021,Female,16-25,"Suburban,Peri-urban",food_regexpenses_nothingelse,Univ_college_degree_completed,FullTime,Miranda,3-4days,sometimes,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
525,5250000000000000,3/29/2021,Female,26-35,"Suburban,Peri-urban",food_regexpenses_nothingelse,Univ_college_degree_completed,FullTime,Miranda,No,yes,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
579,5790000000000000,3/17/2021,Male,16-25,"City,Metropolitian",food_regexpenses_nothingelse,diploma_degreecompleted,PartTime(Student),Miranda,No,sometimes,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
597,5970000000000000,3/13/2021,Female,36-45,"Suburban,Peri-urban",food_regexpenses_nothingelse,Univ_college_degree_completed,FullTime,Miranda,3-4days,sometimes,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
673,6730000000000000,3/13/2021,Female,>45,"City,Metropolitian",notenoughfood,Univ_college_degree_completed,FullTime,Miranda,No,no,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1
577,5770000000000000,3/26/2021,Male,16-25,Rural,food_nothingelse,secondary_highschool_completed,PartTime(Student),Miranda,No,yes,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0
647,6470000000000000,3/13/2021,Female,>45,"Suburban,Peri-urban",food_nothingelse,Postgraduate,PartTime,Miranda,No,yes,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1
585,5850000000000000,3/23/2021,Female,36-45,"Suburban,Peri-urban",food_nothingelse,Univ_college_degree_completed,Unemployed,Miranda,No,yes,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
511,5110000000000000,3/13/2021,Male,36-45,"City,Metropolitian",Prefer not to answer,Univ_college_degree_completed,FullTime,Miranda,1-2days,sometimes,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0
675,6750000000000000,3/13/2021,Female,26-35,"Suburban,Peri-urban",food_regexpenses_nothingelse,Univ_college_degree_completed,FullTime,Miranda,No,sometimes,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0
605,6050000000000000,3/29/2021,Male,36-45,"City,Metropolitian",notenoughfood,secondary_highschool_completed,Unemployed,Miranda,No,sometimes,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
618,6180000000000000,3/13/2021,Female,26-35,"Suburban,Peri-urban",food_nothingelse,Univ_college_degree_completed,Unemployed,Miranda,No,no,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
593,5930000000000000,3/22/2021,Male,36-45,"City,Metropolitian",notenoughfood,Postgraduate,FullTime,Miranda,No,sometimes,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1
523,5230000000000000,3/25/2021,Female,>45,"City,Metropolitian",food_clothes_furniture_savings,Postgraduate,PartTime,Miranda,No,yes,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0
499,4990000000000000,3/25/2021,Female,26-35,"City,Metropolitian",Prefer not to answer,secondary_highschool_completed,Student,Miranda,No,no,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1
607,6070000000000000,3/13/2021,Female,36-45,"Suburban,Peri-urban",notenoughfood,Univ_college_degree_completed,Unemployed,Miranda,3-4days,no,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1
637,6370000000000000,3/14/2021,Male,26-35,"Suburban,Peri-urban",food_nothingelse,Univ_college_degree_completed,FullTime,Miranda,No,sometimes,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
460,4600000000000000,3/13/2021,Female,26-35,"Suburban,Peri-urban",food_regexpenses_nothingelse,Univ_college_degree_completed,FullTime,Miranda,No,yes,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0
606,6060000000000000,3/13/2021,Female,16-25,"City,Metropolitian",food_clothes_furniture_savings,diploma_degreecompleted,FullTime,Miranda,No,yes,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
649,6490000000000000,3/14/2021,Male,16-25,Rural,notenoughfood,secondary_highschool_completed,Student,Miranda,No,sometimes,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0
590,5900000000000000,3/14/2021,Female,>45,"City,Metropolitian",food_nothingelse,secondary_highschool_completed,Unemployed,Miranda,No,no,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0
594,5940000000000000,3/24/2021,Female,36-45,"City,Metropolitian",notenoughfood,diploma_degreecompleted,FullTime,Miranda,No,yes,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1
630,6300000000000000,3/27/2021,Male,26-35,"City,Metropolitian",food_regexpenses_nothingelse,secondary_highschool_completed,FullTime,Miranda,No,yes,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
484,4840000000000000,3/13/2021,Female,36-45,"City,Metropolitian",food_nothingelse,Postgraduate,PartTime,Miranda,No,sometimes,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
467,4670000000000000,3/18/2021,Male,16-25,"City,Metropolitian",food_nothingelse,secondary_highschool_completed,Student,Miranda,No,sometimes,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1
489,4890000000000000,3/13/2021,Female,26-35,"City,Metropolitian",food_nothingelse,Univ_college_degree_completed,PartTime,Miranda,No,yes,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
651,6510000000000000,3/13/2021,Male,>45,"City,Metropolitian",food_regexpenses_clothes_nothingelse,Univ_college_degree_completed,FullTime,Miranda,No,yes,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
625,6250000000000000,3/13/2021,Female,>45,"City,Metropolitian",notenoughfood,Univ_college_degree_completed,FullTime,Miranda,No,sometimes,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
456,4560000000000000,3/26/2021,Female,36-45,"City,Metropolitian",food_nothingelse,Univ_college_degree_completed,FullTime,Miranda,No,sometimes,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0
527,5270000000000000,3/13/2021,Female,26-35,"City,Metropolitian",food_nothingelse,diploma_degreecompleted,Housework,Miranda,No,sometimes,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1
639,6390000000000000,3/13/2021,Male,26-35,"Suburban,Peri-urban",food_nothingelse,Postgraduate,PartTime(Student),Miranda,No,sometimes,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
512,5120000000000000,3/19/2021,Female,26-35,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,FullTime,Miranda,No,sometimes,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1
577,5770000000000000,3/13/2021,Male,36-45,"Suburban,Peri-urban",food_regexpenses_clothes_nothingelse,Univ_college_degree_completed,PartTime,Carabobo,No,sometimes,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
560,5600000000000000,3/13/2021,Male,>45,"Suburban,Peri-urban",food_regexpenses_clothes_nothingelse,diploma_degreecompleted,Retired,Carabobo,No,sometimes,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
492,4920000000000000,3/13/2021,Male,36-45,"City,Metropolitian",food_nothingelse,Univ_college_degree_completed,Housework,Mérida,No,no,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1
478,4780000000000000,3/13/2021,Female,26-35,Rural,notenoughfood,Univ_college_degree_completed,PartTime,Carabobo,No,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,5410000000000000,3/16/2021,Female,26-35,"City,Metropolitian",food_nothingelse,Univ_college_degree_completed,PartTime,Mérida,No,sometimes,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
561,5610000000000000,3/25/2021,Female,36-45,"City,Metropolitian",notenoughfood,diploma_degreecompleted,FullTime,Carabobo,No,yes,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
613,6130000000000000,3/15/2021,Female,>45,"Suburban,Peri-urban",food_regexpenses_nothingelse,Primary_school_completed,Unemployed,Carabobo,1-2days,sometimes,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1
451,4510000000000000,3/13/2021,Female,16-25,"City,Metropolitian",food_regexpenses_nothingelse,diploma_degreecompleted,Student,Carabobo,No,sometimes,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1
593,5930000000000000,3/13/2021,Female,>45,"City,Metropolitian",food_nothingelse,secondary_highschool_completed,Unemployed,Carabobo,3-4days,yes,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0
506,5060000000000000,3/18/2021,Female,16-25,"City,Metropolitian",Prefer not to answer,secondary_highschool_completed,Student,Carabobo,No,yes,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
606,6060000000000000,4/1/2021,Female,26-35,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,Unemployed,Carabobo,No,sometimes,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
637,6370000000000000,3/13/2021,Female,16-25,"City,Metropolitian",food_clothes_furniture_savings,diploma_degreecompleted,PartTime(Student),Lara,1-2days,sometimes,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0
528,5280000000000000,3/13/2021,Female,36-45,"Suburban,Peri-urban",food_clothes_furniture_nosavings,Univ_college_degree_completed,PartTime,Zulia,1-2days,sometimes,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
592,5920000000000000,3/13/2021,Female,16-25,Rural,food_nothingelse,diploma_degreecompleted,PartTime,Zulia,No,yes,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
538,5380000000000000,3/13/2021,Female,16-25,Rural,food_nothingelse,diploma_degreecompleted,PartTime,Zulia,No,yes,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
492,4920000000000000,3/13/2021,Male,>45,"Suburban,Peri-urban",food_regexpenses_clothes_nothingelse,Postgraduate,PartTime,Apure,3-4days,yes,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0
564,5640000000000000,3/17/2021,Male,26-35,"Suburban,Peri-urban",food_regexpenses_nothingelse,diploma_degreecompleted,FullTime,Lara,No,yes,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
551,5510000000000000,3/14/2021,Female,36-45,"Suburban,Peri-urban",notenoughfood,Univ_college_degree_completed,PartTime,Zulia,No,yes,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
611,6110000000000000,3/16/2021,Female,36-45,"Suburban,Peri-urban",notenoughfood,Univ_college_degree_completed,PartTime,Zulia,No,sometimes,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0
538,5380000000000000,3/13/2021,Female,16-25,Rural,food_nothingelse,secondary_highschool_completed,Student,Zulia,3-4days,no,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0
490,4900000000000000,3/13/2021,Male,>45,"City,Metropolitian",notenoughfood,Univ_college_degree_completed,Retired,Zulia,No,yes,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
631,6310000000000000,3/14/2021,Female,36-45,"Suburban,Peri-urban",food_nothingelse,Univ_college_degree_completed,FullTime,Monagas,No,sometimes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
639,6390000000000000,3/13/2021,Female,>45,"City,Metropolitian",food_nothingelse,diploma_degreecompleted,Housework,Monagas,No,no,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
640,6400000000000000,3/13/2021,Male,36-45,"City,Metropolitian",food_clothes_furniture_savings,Postgraduate,PartTime,Monagas,3-4days,sometimes,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0
641,6410000000000000,3/27/2021,Male,26-35,"City,Metropolitian",food_nothingelse,Postgraduate,PartTime,Zulia,No,sometimes,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
524,5240000000000000,3/16/2021,Male,26-35,Rural,notenoughfood,Primary_school_completed,Student,Sucre,No,no,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0
626,6260000000000000,3/13/2021,Female,36-45,"City,Metropolitian",food_nothingelse,Univ_college_degree_completed,Unemployed,Lara,No,sometimes,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
520,5200000000000000,3/13/2021,Male,26-35,"City,Metropolitian",notenoughfood,Univ_college_degree_completed,PartTime(Student),Lara,No,sometimes,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1
539,5390000000000000,3/16/2021,Male,16-25,"City,Metropolitian",food_clothes_furniture_nosavings,diploma_degreecompleted,Student,Lara,No,yes,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
530,5300000000000000,4/2/2021,Female,16-25,Rural,notenoughfood,diploma_degreecompleted,Student,Sucre,No,sometimes,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1
596,5960000000000000,3/13/2021,Male,16-25,"City,Metropolitian",food_regexpenses_nothingelse,secondary_highschool_completed,Unemployed,Lara,1-2days,no,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
561,5610000000000000,3/13/2021,Male,>45,"Suburban,Peri-urban",notenoughfood,secondary_highschool_completed,PartTime,Lara,No,no,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
465,4650000000000000,3/13/2021,Male,26-35,"City,Metropolitian",food_regexpenses_nothingelse,diploma_degreecompleted,PartTime,Lara,No,yes,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
564,5640000000000000,3/18/2021,Male,36-45,"City,Metropolitian",food_regexpenses_nothingelse,diploma_degreecompleted,PartTime,Lara,No,yes,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0
534,5340000000000000,3/13/2021,Male,>45,"City,Metropolitian",food_clothes_furniture_savings,Univ_college_degree_completed,FullTime,Lara,No,no,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0
461,4610000000000000,3/19/2021,Female,26-35,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,PartTime,Carabobo,Yes,sometimes,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0
593,5930000000000000,4/2/2021,Male,16-25,"Suburban,Peri-urban",food_regexpenses_nothingelse,secondary_highschool_completed,FullTime,Lara,No,yes,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0
554,5540000000000000,3/13/2021,Male,36-45,"City,Metropolitian",food_nothingelse,diploma_degreecompleted,FullTime,Lara,No,no,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
590,5900000000000000,3/14/2021,Female,36-45,"City,Metropolitian",food_clothes_furniture_nosavings,Postgraduate,FullTime,Lara,No,yes,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
628,6280000000000000,3/14/2021,Male,>45,Rural,food_nothingelse,secondary_highschool_completed,PartTime,Distrito Federal,No,sometimes,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
555,5550000000000000,4/4/2021,Male,16-25,Rural,food_nothingelse,No formal education,Unemployed,Distrito Federal,No,sometimes,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
563,5630000000000000,3/14/2021,Female,36-45,"City,Metropolitian",notenoughfood,diploma_degreecompleted,FullTime,Distrito Federal,No,no,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
655,6550000000000000,3/16/2021,Male,36-45,"City,Metropolitian",food_nothingelse,Univ_college_degree_completed,Unemployed,Distrito Federal,No,no,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
656,6560000000000000,3/13/2021,Male,36-45,"City,Metropolitian",food_nothingelse,secondary_highschool_completed,PartTime,Distrito Federal,No,sometimes,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
648,6480000000000000,4/3/2021,Female,16-25,"Suburban,Peri-urban",notenoughfood,secondary_highschool_completed,Student,Distrito Federal,No,yes,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1
539,5390000000000000,3/19/2021,Male,26-35,"City,Metropolitian",food_regexpenses_nothingelse,secondary_highschool_completed,PartTime(Student),Distrito Federal,No,yes,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
451,4510000000000000,3/13/2021,Female,36-45,"City,Metropolitian",food_regexpenses_nothingelse,diploma_degreecompleted,FullTime,Distrito Federal,No,sometimes,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
